,Horse,current race,previous race
6,STARSHIP(V379),222,192
7,STARSHIP(V379),192,154
8,STARSHIP(V379),154,090
9,STARSHIP(V379),090,043
10,STARSHIP(V379),043,784
11,STARSHIP(V379),784,730
12,STARSHIP(V379),730,547
13,STARSHIP(V379),547,431
14,STARSHIP(V379),431,365
15,STARSHIP(V379),365,316
16,STARSHIP(V379),316,264
17,STARSHIP(V379),264,207
18,STARSHIP(V379),207,172
19,STARSHIP(V379),172,107
20,STARSHIP(V379),107,054
21,STARSHIP(V379),054,722
22,STARSHIP(V379),722,661
23,STARSHIP(V379),661,604
24,STARSHIP(V379),604,557
25,STARSHIP(V379),557,511
26,STARSHIP(V379),511,457
27,STARSHIP(V379),457,398
28,STARSHIP(V379),398,326
29,STARSHIP(V379),326,255
30,STARSHIP(V379),255,207
31,STARSHIP(V379),207,078
32,STARSHIP(V379),078,NA
0,SUCH A HAPPINESS(A152),554,403
1,SUCH A HAPPINESS(A152),403,351
2,SUCH A HAPPINESS(A152),351,291
3,SUCH A HAPPINESS(A152),291,109
4,SUCH A HAPPINESS(A152),109,052
5,SUCH A HAPPINESS(A152),052,012
6,SUCH A HAPPINESS(A152),012,792
7,SUCH A HAPPINESS(A152),792,743
8,SUCH A HAPPINESS(A152),743,688
9,SUCH A HAPPINESS(A152),688,634
10,SUCH A HAPPINESS(A152),634,429
11,SUCH A HAPPINESS(A152),429,376
12,SUCH A HAPPINESS(A152),376,322
13,SUCH A HAPPINESS(A152),322,279
14,SUCH A HAPPINESS(A152),279,225
15,SUCH A HAPPINESS(A152),225,046
16,SUCH A HAPPINESS(A152),046,NA
0,SPEEDY LUCK(C144),552,120
1,SPEEDY LUCK(C144),120,062
2,SPEEDY LUCK(C144),062,778
3,SPEEDY LUCK(C144),778,731
4,SPEEDY LUCK(C144),731,664
5,SPEEDY LUCK(C144),664,612
6,SPEEDY LUCK(C144),612,582
7,SPEEDY LUCK(C144),582,413
8,SPEEDY LUCK(C144),413,375
9,SPEEDY LUCK(C144),375,NA
0,SPLIT OF A SECOND(B027),261,203
1,SPLIT OF A SECOND(B027),203,120
2,SPLIT OF A SECOND(B027),120,055
3,SPLIT OF A SECOND(B027),055,720
4,SPLIT OF A SECOND(B027),720,664
5,SPLIT OF A SECOND(B027),664,608
6,SPLIT OF A SECOND(B027),608,496
7,SPLIT OF A SECOND(B027),496,459
8,SPLIT OF A SECOND(B027),459,324
9,SPLIT OF A SECOND(B027),324,229
10,SPLIT OF A SECOND(B027),229,102
11,SPLIT OF A SECOND(B027),102,030
12,SPLIT OF A SECOND(B027),030,801
13,SPLIT OF A SECOND(B027),801,753
14,SPLIT OF A SECOND(B027),753,726
15,SPLIT OF A SECOND(B027),726,651
16,SPLIT OF A SECOND(B027),651,580
17,SPLIT OF A SECOND(B027),580,532
18,SPLIT OF A SECOND(B027),532,496
19,SPLIT OF A SECOND(B027),496,431
20,SPLIT OF A SECOND(B027),431,347
21,SPLIT OF A SECOND(B027),347,NA
0,STARLIGHT(V273),548,492
1,STARLIGHT(V273),492,471
2,STARLIGHT(V273),471,396
3,STARLIGHT(V273),396,359
4,STARLIGHT(V273),359,341
5,STARLIGHT(V273),341,283
6,STARLIGHT(V273),283,245
7,STARLIGHT(V273),245,207
8,STARLIGHT(V273),207,138
9,STARLIGHT(V273),138,103
10,STARLIGHT(V273),103,047
11,STARLIGHT(V273),047,028
12,STARLIGHT(V273),028,790
13,STARLIGHT(V273),790,720
14,STARLIGHT(V273),720,681
15,STARLIGHT(V273),681,599
16,STARLIGHT(V273),599,572
17,STARLIGHT(V273),572,536
18,STARLIGHT(V273),536,477
19,STARLIGHT(V273),477,423
20,STARLIGHT(V273),423,329
21,STARLIGHT(V273),329,299
22,STARLIGHT(V273),299,198
23,STARLIGHT(V273),198,132
24,STARLIGHT(V273),132,070
25,STARLIGHT(V273),070,054
26,STARLIGHT(V273),054,796
27,STARLIGHT(V273),796,728
28,STARLIGHT(V273),728,675
29,STARLIGHT(V273),675,636
30,STARLIGHT(V273),636,582
31,STARLIGHT(V273),582,529
32,STARLIGHT(V273),529,507
33,STARLIGHT(V273),507,477
34,STARLIGHT(V273),477,250
35,STARLIGHT(V273),250,180
36,STARLIGHT(V273),180,144
37,STARLIGHT(V273),144,070
38,STARLIGHT(V273),070,029
39,STARLIGHT(V273),029,015
40,STARLIGHT(V273),015,NA
0,SUPER POWER MAN(D072),430,308
1,SUPER POWER MAN(D072),308,NA
0,SAM'S LOVE(A088),532,366
1,SAM'S LOVE(A088),366,328
2,SAM'S LOVE(A088),328,268
3,SAM'S LOVE(A088),268,223
4,SAM'S LOVE(A088),223,098
5,SAM'S LOVE(A088),098,025
6,SAM'S LOVE(A088),025,756
7,SAM'S LOVE(A088),756,692
8,SAM'S LOVE(A088),692,595
9,SAM'S LOVE(A088),595,501
10,SAM'S LOVE(A088),501,426
11,SAM'S LOVE(A088),426,348
12,SAM'S LOVE(A088),348,268
13,SAM'S LOVE(A088),268,195
14,SAM'S LOVE(A088),195,143
15,SAM'S LOVE(A088),143,094
16,SAM'S LOVE(A088),094,041
17,SAM'S LOVE(A088),041,759
18,SAM'S LOVE(A088),759,722
19,SAM'S LOVE(A088),722,596
20,SAM'S LOVE(A088),596,588
21,SAM'S LOVE(A088),588,508
22,SAM'S LOVE(A088),508,425
23,SAM'S LOVE(A088),425,346
24,SAM'S LOVE(A088),346,271
25,SAM'S LOVE(A088),271,177
26,SAM'S LOVE(A088),177,NA
0,SHANGHAI MASTER(A337),523,466
1,SHANGHAI MASTER(A337),466,392
2,SHANGHAI MASTER(A337),392,322
3,SHANGHAI MASTER(A337),322,245
4,SHANGHAI MASTER(A337),245,159
5,SHANGHAI MASTER(A337),159,085
6,SHANGHAI MASTER(A337),085,720
7,SHANGHAI MASTER(A337),720,681
8,SHANGHAI MASTER(A337),681,587
9,SHANGHAI MASTER(A337),587,512
10,SHANGHAI MASTER(A337),512,450
11,SHANGHAI MASTER(A337),450,411
12,SHANGHAI MASTER(A337),411,262
13,SHANGHAI MASTER(A337),262,189
14,SHANGHAI MASTER(A337),189,136
15,SHANGHAI MASTER(A337),136,070
16,SHANGHAI MASTER(A337),070,035
17,SHANGHAI MASTER(A337),035,775
18,SHANGHAI MASTER(A337),775,639
19,SHANGHAI MASTER(A337),639,583
20,SHANGHAI MASTER(A337),583,519
21,SHANGHAI MASTER(A337),519,481
22,SHANGHAI MASTER(A337),481,417
23,SHANGHAI MASTER(A337),417,326
24,SHANGHAI MASTER(A337),326,188
25,SHANGHAI MASTER(A337),188,135
26,SHANGHAI MASTER(A337),135,072
27,SHANGHAI MASTER(A337),072,016
28,SHANGHAI MASTER(A337),016,NA
0,SO GLORIOUS(C430),530,459
1,SO GLORIOUS(C430),459,408
2,SO GLORIOUS(C430),408,306
3,SO GLORIOUS(C430),306,272
4,SO GLORIOUS(C430),272,196
5,SO GLORIOUS(C430),196,144
6,SO GLORIOUS(C430),144,NA
0,SALTO OLIMPICO(A350),555,465
1,SALTO OLIMPICO(A350),465,443
2,SALTO OLIMPICO(A350),443,408
3,SALTO OLIMPICO(A350),408,378
4,SALTO OLIMPICO(A350),378,330
5,SALTO OLIMPICO(A350),330,291
6,SALTO OLIMPICO(A350),291,076
7,SALTO OLIMPICO(A350),076,805
8,SALTO OLIMPICO(A350),805,714
9,SALTO OLIMPICO(A350),714,680
10,SALTO OLIMPICO(A350),680,571
11,SALTO OLIMPICO(A350),571,531
12,SALTO OLIMPICO(A350),531,453
13,SALTO OLIMPICO(A350),453,366
14,SALTO OLIMPICO(A350),366,311
15,SALTO OLIMPICO(A350),311,282
16,SALTO OLIMPICO(A350),282,251
17,SALTO OLIMPICO(A350),251,198
18,SALTO OLIMPICO(A350),198,161
19,SALTO OLIMPICO(A350),161,108
20,SALTO OLIMPICO(A350),108,774
21,SALTO OLIMPICO(A350),774,684
22,SALTO OLIMPICO(A350),684,655
23,SALTO OLIMPICO(A350),655,563
24,SALTO OLIMPICO(A350),563,524
25,SALTO OLIMPICO(A350),524,493
26,SALTO OLIMPICO(A350),493,388
27,SALTO OLIMPICO(A350),388,298
28,SALTO OLIMPICO(A350),298,253
29,SALTO OLIMPICO(A350),253,162
30,SALTO OLIMPICO(A350),162,NA
0,SIMPLY SPECTACULAR(C425),170,NA
0,SKY DARCI(D088),208,160
1,SKY DARCI(D088),160,NA
0,SOLAR POWER(C407),325,NA
0,SPACE(C339),473,072
1,SPACE(C339),072,044
2,SPACE(C339),044,804
3,SPACE(C339),804,747
4,SPACE(C339),747,706
5,SPACE(C339),706,655
6,SPACE(C339),655,610
7,SPACE(C339),610,NA
0,STAR MAJESTIC(S093),541,485
1,STAR MAJESTIC(S093),485,420
2,STAR MAJESTIC(S093),420,355
3,STAR MAJESTIC(S093),355,321
4,STAR MAJESTIC(S093),321,252
5,STAR MAJESTIC(S093),252,193
6,STAR MAJESTIC(S093),193,144
7,STAR MAJESTIC(S093),144,114
8,STAR MAJESTIC(S093),114,048
9,STAR MAJESTIC(S093),048,778
10,STAR MAJESTIC(S093),778,728
11,STAR MAJESTIC(S093),728,660
12,STAR MAJESTIC(S093),660,619
13,STAR MAJESTIC(S093),619,537
14,STAR MAJESTIC(S093),537,458
15,STAR MAJESTIC(S093),458,380
16,STAR MAJESTIC(S093),380,320
17,STAR MAJESTIC(S093),320,241
18,STAR MAJESTIC(S093),241,185
19,STAR MAJESTIC(S093),185,118
20,STAR MAJESTIC(S093),118,082
21,STAR MAJESTIC(S093),082,777
22,STAR MAJESTIC(S093),777,716
23,STAR MAJESTIC(S093),716,667
24,STAR MAJESTIC(S093),667,606
25,STAR MAJESTIC(S093),606,564
26,STAR MAJESTIC(S093),564,528
27,STAR MAJESTIC(S093),528,468
28,STAR MAJESTIC(S093),468,400
29,STAR MAJESTIC(S093),400,346
30,STAR MAJESTIC(S093),346,307
31,STAR MAJESTIC(S093),307,263
32,STAR MAJESTIC(S093),263,198
33,STAR MAJESTIC(S093),198,153
34,STAR MAJESTIC(S093),153,088
35,STAR MAJESTIC(S093),088,NA
0,SUN SUN FA FA(B467),755,726
1,SUN SUN FA FA(B467),726,699
2,SUN SUN FA FA(B467),699,581
3,SUN SUN FA FA(B467),581,544
4,SUN SUN FA FA(B467),544,450
5,SUN SUN FA FA(B467),450,413
6,SUN SUN FA FA(B467),413,295
7,SUN SUN FA FA(B467),295,153
8,SUN SUN FA FA(B467),153,NA
0,SKYEY SUPREME(C293),568,512
1,SKYEY SUPREME(C293),512,436
2,SKYEY SUPREME(C293),436,366
3,SKYEY SUPREME(C293),366,268
4,SKYEY SUPREME(C293),268,232
5,SKYEY SUPREME(C293),232,158
6,SKYEY SUPREME(C293),158,122
7,SKYEY SUPREME(C293),122,055
8,SKYEY SUPREME(C293),055,803
9,SKYEY SUPREME(C293),803,687
10,SKYEY SUPREME(C293),687,NA
0,SKY FIELD(D216),356,NA
0,SMART CHARADE(A314),530,476
1,SMART CHARADE(A314),476,382
2,SMART CHARADE(A314),382,289
3,SMART CHARADE(A314),289,227
4,SMART CHARADE(A314),227,196
5,SMART CHARADE(A314),196,114
6,SMART CHARADE(A314),114,054
7,SMART CHARADE(A314),054,612
8,SMART CHARADE(A314),612,559
9,SMART CHARADE(A314),559,515
10,SMART CHARADE(A314),515,431
11,SMART CHARADE(A314),431,337
12,SMART CHARADE(A314),337,236
13,SMART CHARADE(A314),236,110
14,SMART CHARADE(A314),110,025
15,SMART CHARADE(A314),025,005
16,SMART CHARADE(A314),005,736
17,SMART CHARADE(A314),736,678
18,SMART CHARADE(A314),678,603
19,SMART CHARADE(A314),603,571
20,SMART CHARADE(A314),571,502
21,SMART CHARADE(A314),502,414
22,SMART CHARADE(A314),414,359
23,SMART CHARADE(A314),359,292
24,SMART CHARADE(A314),292,237
25,SMART CHARADE(A314),237,184
26,SMART CHARADE(A314),184,NA
0,SMART THINKER(D060),541,502
1,SMART THINKER(D060),502,394
2,SMART THINKER(D060),394,356
3,SMART THINKER(D060),356,NA
0,SPEED FORCE(C535),522,476
1,SPEED FORCE(C535),476,365
2,SPEED FORCE(C535),365,NA
0,SPRINT FORWARD(C353),366,329
1,SPRINT FORWARD(C353),329,250
2,SPRINT FORWARD(C353),250,194
3,SPRINT FORWARD(C353),194,145
4,SPRINT FORWARD(C353),145,110
5,SPRINT FORWARD(C353),110,072
6,SPRINT FORWARD(C353),072,035
7,SPRINT FORWARD(C353),035,769
8,SPRINT FORWARD(C353),769,735
9,SPRINT FORWARD(C353),735,704
10,SPRINT FORWARD(C353),704,NA
0,STRONG PROMISE(C527),343,266
1,STRONG PROMISE(C527),266,NA
0,SUNNY POWER(A371),510,485
1,SUNNY POWER(A371),485,447
2,SUNNY POWER(A371),447,357
3,SUNNY POWER(A371),357,297
4,SUNNY POWER(A371),297,192
5,SUNNY POWER(A371),192,069
6,SUNNY POWER(A371),069,012
7,SUNNY POWER(A371),012,812
8,SUNNY POWER(A371),812,743
9,SUNNY POWER(A371),743,692
10,SUNNY POWER(A371),692,637
11,SUNNY POWER(A371),637,580
12,SUNNY POWER(A371),580,542
13,SUNNY POWER(A371),542,447
14,SUNNY POWER(A371),447,409
15,SUNNY POWER(A371),409,336
16,SUNNY POWER(A371),336,263
17,SUNNY POWER(A371),263,202
18,SUNNY POWER(A371),202,110
19,SUNNY POWER(A371),110,784
20,SUNNY POWER(A371),784,678
21,SUNNY POWER(A371),678,643
22,SUNNY POWER(A371),643,570
23,SUNNY POWER(A371),570,471
24,SUNNY POWER(A371),471,341
25,SUNNY POWER(A371),341,NA
0,SUPER KIN(C011),810,742
1,SUPER KIN(C011),742,NA
0,SUPER LUCKY(A251),523,448
1,SUPER LUCKY(A251),448,409
2,SUPER LUCKY(A251),409,372
3,SUPER LUCKY(A251),372,338
4,SUPER LUCKY(A251),338,200
5,SUPER LUCKY(A251),200,151
6,SUPER LUCKY(A251),151,791
7,SUPER LUCKY(A251),791,755
8,SUPER LUCKY(A251),755,717
9,SUPER LUCKY(A251),717,658
10,SUPER LUCKY(A251),658,492
11,SUPER LUCKY(A251),492,471
12,SUPER LUCKY(A251),471,379
13,SUPER LUCKY(A251),379,324
14,SUPER LUCKY(A251),324,196
15,SUPER LUCKY(A251),196,131
16,SUPER LUCKY(A251),131,742
17,SUPER LUCKY(A251),742,688
18,SUPER LUCKY(A251),688,653
19,SUPER LUCKY(A251),653,568
20,SUPER LUCKY(A251),568,483
21,SUPER LUCKY(A251),483,408
22,SUPER LUCKY(A251),408,364
23,SUPER LUCKY(A251),364,296
24,SUPER LUCKY(A251),296,NA
0,STARLIT KNIGHT(A137),541,495
1,STARLIT KNIGHT(A137),495,467
2,STARLIT KNIGHT(A137),467,410
3,STARLIT KNIGHT(A137),410,357
4,STARLIT KNIGHT(A137),357,287
5,STARLIT KNIGHT(A137),287,183
6,STARLIT KNIGHT(A137),183,155
7,STARLIT KNIGHT(A137),155,136
8,STARLIT KNIGHT(A137),136,079
9,STARLIT KNIGHT(A137),079,801
10,STARLIT KNIGHT(A137),801,733
11,STARLIT KNIGHT(A137),733,652
12,STARLIT KNIGHT(A137),652,640
13,STARLIT KNIGHT(A137),640,587
14,STARLIT KNIGHT(A137),587,547
15,STARLIT KNIGHT(A137),547,496
16,STARLIT KNIGHT(A137),496,433
17,STARLIT KNIGHT(A137),433,380
18,STARLIT KNIGHT(A137),380,347
19,STARLIT KNIGHT(A137),347,283
20,STARLIT KNIGHT(A137),283,267
21,STARLIT KNIGHT(A137),267,196
22,STARLIT KNIGHT(A137),196,128
23,STARLIT KNIGHT(A137),128,085
24,STARLIT KNIGHT(A137),085,052
25,STARLIT KNIGHT(A137),052,015
26,STARLIT KNIGHT(A137),015,792
27,STARLIT KNIGHT(A137),792,771
28,STARLIT KNIGHT(A137),771,725
29,STARLIT KNIGHT(A137),725,691
30,STARLIT KNIGHT(A137),691,650
31,STARLIT KNIGHT(A137),650,614
32,STARLIT KNIGHT(A137),614,458
33,STARLIT KNIGHT(A137),458,396
34,STARLIT KNIGHT(A137),396,312
35,STARLIT KNIGHT(A137),312,159
36,STARLIT KNIGHT(A137),159,120
37,STARLIT KNIGHT(A137),120,076
38,STARLIT KNIGHT(A137),076,044
39,STARLIT KNIGHT(A137),044,016
40,STARLIT KNIGHT(A137),016,NA
0,STRATHCLYDE(V225),540,473
1,STRATHCLYDE(V225),473,429
2,STRATHCLYDE(V225),429,248
3,STRATHCLYDE(V225),248,213
4,STRATHCLYDE(V225),213,129
5,STRATHCLYDE(V225),129,042
6,STRATHCLYDE(V225),042,796
7,STRATHCLYDE(V225),796,737
8,STRATHCLYDE(V225),737,601
9,STRATHCLYDE(V225),601,535
10,STRATHCLYDE(V225),535,465
11,STRATHCLYDE(V225),465,272
12,STRATHCLYDE(V225),272,198
13,STRATHCLYDE(V225),198,144
14,STRATHCLYDE(V225),144,054
15,STRATHCLYDE(V225),054,007
16,STRATHCLYDE(V225),007,465
17,STRATHCLYDE(V225),465,417
18,STRATHCLYDE(V225),417,280
19,STRATHCLYDE(V225),280,221
20,STRATHCLYDE(V225),221,112
21,STRATHCLYDE(V225),112,NA
0,SUMSTREETSUMWHERE(B283),512,466
1,SUMSTREETSUMWHERE(B283),466,399
2,SUMSTREETSUMWHERE(B283),399,357
3,SUMSTREETSUMWHERE(B283),357,288
4,SUMSTREETSUMWHERE(B283),288,242
5,SUMSTREETSUMWHERE(B283),242,187
6,SUMSTREETSUMWHERE(B283),187,121
7,SUMSTREETSUMWHERE(B283),121,076
8,SUMSTREETSUMWHERE(B283),076,056
9,SUMSTREETSUMWHERE(B283),056,033
10,SUMSTREETSUMWHERE(B283),033,784
11,SUMSTREETSUMWHERE(B283),784,739
12,SUMSTREETSUMWHERE(B283),739,633
13,SUMSTREETSUMWHERE(B283),633,537
14,SUMSTREETSUMWHERE(B283),537,474
15,SUMSTREETSUMWHERE(B283),474,423
16,SUMSTREETSUMWHERE(B283),423,375
17,SUMSTREETSUMWHERE(B283),375,320
18,SUMSTREETSUMWHERE(B283),320,289
19,SUMSTREETSUMWHERE(B283),289,234
20,SUMSTREETSUMWHERE(B283),234,184
21,SUMSTREETSUMWHERE(B283),184,143
22,SUMSTREETSUMWHERE(B283),143,063
23,SUMSTREETSUMWHERE(B283),063,044
24,SUMSTREETSUMWHERE(B283),044,769
25,SUMSTREETSUMWHERE(B283),769,741
26,SUMSTREETSUMWHERE(B283),741,591
27,SUMSTREETSUMWHERE(B283),591,540
28,SUMSTREETSUMWHERE(B283),540,NA
0,SHANGHAI LAD(C396),545,NA
0,SHIMMER AND SHINE(B080),538,429
1,SHIMMER AND SHINE(B080),429,411
2,SHIMMER AND SHINE(B080),411,315
3,SHIMMER AND SHINE(B080),315,213
4,SHIMMER AND SHINE(B080),213,088
5,SHIMMER AND SHINE(B080),088,047
6,SHIMMER AND SHINE(B080),047,007
7,SHIMMER AND SHINE(B080),007,457
8,SHIMMER AND SHINE(B080),457,413
9,SHIMMER AND SHINE(B080),413,374
10,SHIMMER AND SHINE(B080),374,339
11,SHIMMER AND SHINE(B080),339,027
12,SHIMMER AND SHINE(B080),027,689
13,SHIMMER AND SHINE(B080),689,640
14,SHIMMER AND SHINE(B080),640,585
15,SHIMMER AND SHINE(B080),585,347
16,SHIMMER AND SHINE(B080),347,NA
0,SKY SHOW(D099),509,NA
0,SMART WONGCHOY(D208),505,399
1,SMART WONGCHOY(D208),399,NA
0,SO AWESOME(D258),531,457
1,SO AWESOME(D258),457,NA
0,SO WE JOY(D082),552,509
1,SO WE JOY(D082),509,430
2,SO WE JOY(D082),430,NA
0,STAR OF THEHARBOUR(C078),246,203
1,STAR OF THEHARBOUR(C078),203,181
2,STAR OF THEHARBOUR(C078),181,130
3,STAR OF THEHARBOUR(C078),130,086
4,STAR OF THEHARBOUR(C078),086,803
5,STAR OF THEHARBOUR(C078),803,757
6,STAR OF THEHARBOUR(C078),757,597
7,STAR OF THEHARBOUR(C078),597,NA
0,SUNNY SMILE(D074),362,NA
0,SUPER MISSION(D262),454,NA
0,SWEETLY BABY(D247),511,454
1,SWEETLY BABY(D247),454,NA
0,SHADOW BREAKER(C268),555,495
1,SHADOW BREAKER(C268),495,419
2,SHADOW BREAKER(C268),419,329
3,SHADOW BREAKER(C268),329,787
4,SHADOW BREAKER(C268),787,684
5,SHADOW BREAKER(C268),684,629
6,SHADOW BREAKER(C268),629,574
7,SHADOW BREAKER(C268),574,NA
0,SPARKLING STAR(D007),417,343
1,SPARKLING STAR(D007),343,286
2,SPARKLING STAR(D007),286,189
3,SPARKLING STAR(D007),189,NA
0,SPEEDY DRAGON(B185),568,531
1,SPEEDY DRAGON(B185),531,384
2,SPEEDY DRAGON(B185),384,328
3,SPEEDY DRAGON(B185),328,294
4,SPEEDY DRAGON(B185),294,241
5,SPEEDY DRAGON(B185),241,173
6,SPEEDY DRAGON(B185),173,156
7,SPEEDY DRAGON(B185),156,708
8,SPEEDY DRAGON(B185),708,653
9,SPEEDY DRAGON(B185),653,560
10,SPEEDY DRAGON(B185),560,497
11,SPEEDY DRAGON(B185),497,387
12,SPEEDY DRAGON(B185),387,333
13,SPEEDY DRAGON(B185),333,293
14,SPEEDY DRAGON(B185),293,236
15,SPEEDY DRAGON(B185),236,158
16,SPEEDY DRAGON(B185),158,113
17,SPEEDY DRAGON(B185),113,782
18,SPEEDY DRAGON(B185),782,732
19,SPEEDY DRAGON(B185),732,640
20,SPEEDY DRAGON(B185),640,NA
0,SPLENDID TIMING(C161),538,488
1,SPLENDID TIMING(C161),488,353
2,SPLENDID TIMING(C161),353,329
3,SPLENDID TIMING(C161),329,071
4,SPLENDID TIMING(C161),071,732
5,SPLENDID TIMING(C161),732,706
6,SPLENDID TIMING(C161),706,674
7,SPLENDID TIMING(C161),674,600
8,SPLENDID TIMING(C161),600,547
9,SPLENDID TIMING(C161),547,467
10,SPLENDID TIMING(C161),467,403
11,SPLENDID TIMING(C161),403,NA
0,SUNSHINE UNIVERSE(A130),493,298
1,SUNSHINE UNIVERSE(A130),298,227
2,SUNSHINE UNIVERSE(A130),227,173
3,SUNSHINE UNIVERSE(A130),173,091
4,SUNSHINE UNIVERSE(A130),091,040
5,SUNSHINE UNIVERSE(A130),040,006
6,SUNSHINE UNIVERSE(A130),006,576
7,SUNSHINE UNIVERSE(A130),576,521
8,SUNSHINE UNIVERSE(A130),521,425
9,SUNSHINE UNIVERSE(A130),425,386
10,SUNSHINE UNIVERSE(A130),386,335
11,SUNSHINE UNIVERSE(A130),335,267
12,SUNSHINE UNIVERSE(A130),267,182
13,SUNSHINE UNIVERSE(A130),182,140
14,SUNSHINE UNIVERSE(A130),140,094
15,SUNSHINE UNIVERSE(A130),094,569
16,SUNSHINE UNIVERSE(A130),569,460
17,SUNSHINE UNIVERSE(A130),460,414
18,SUNSHINE UNIVERSE(A130),414,350
19,SUNSHINE UNIVERSE(A130),350,313
20,SUNSHINE UNIVERSE(A130),313,241
21,SUNSHINE UNIVERSE(A130),241,188
22,SUNSHINE UNIVERSE(A130),188,045
23,SUNSHINE UNIVERSE(A130),045,NA
0,SHANGHAI POWER(D097),486,382
1,SHANGHAI POWER(D097),382,NA
0,SNORLAX(C349),509,653
1,SNORLAX(C349),653,NA
0,SO HAPPY(D076),456,420
1,SO HAPPY(D076),420,314
2,SO HAPPY(D076),314,NA
0,SOLAR VICTORY(C365),540,810
1,SOLAR VICTORY(C365),810,NA
0,SPICY GRILL(D159),567,511
1,SPICY GRILL(D159),511,457
2,SPICY GRILL(D159),457,399
3,SPICY GRILL(D159),399,NA
0,STOCK LEGEND(D039),531,454
1,STOCK LEGEND(D039),454,399
2,STOCK LEGEND(D039),399,NA
0,STRIKING MR C(B141),427,267
1,STRIKING MR C(B141),267,211
2,STRIKING MR C(B141),211,696
3,STRIKING MR C(B141),696,642
4,STRIKING MR C(B141),642,548
5,STRIKING MR C(B141),548,461
6,STRIKING MR C(B141),461,323
7,STRIKING MR C(B141),323,256
8,STRIKING MR C(B141),256,193
9,STRIKING MR C(B141),193,141
10,STRIKING MR C(B141),141,094
11,STRIKING MR C(B141),094,024
12,STRIKING MR C(B141),024,745
13,STRIKING MR C(B141),745,642
14,STRIKING MR C(B141),642,569
15,STRIKING MR C(B141),569,521
16,STRIKING MR C(B141),521,447
17,STRIKING MR C(B141),447,NA
0,STUNNING IMPACT(C366),567,512
1,STUNNING IMPACT(C366),512,456
2,STUNNING IMPACT(C366),456,080
3,STUNNING IMPACT(C366),080,NA
0,SUPER ALLIANCES(C472),557,523
1,SUPER ALLIANCES(C472),523,468
2,SUPER ALLIANCES(C472),468,375
3,SUPER ALLIANCES(C472),375,314
4,SUPER ALLIANCES(C472),314,239
5,SUPER ALLIANCES(C472),239,194
6,SUPER ALLIANCES(C472),194,162
7,SUPER ALLIANCES(C472),162,106
8,SUPER ALLIANCES(C472),106,NA
0,STAR SUPERIOR(V255),545,308
1,STAR SUPERIOR(V255),308,213
2,STAR SUPERIOR(V255),213,128
3,STAR SUPERIOR(V255),128,092
4,STAR SUPERIOR(V255),092,042
5,STAR SUPERIOR(V255),042,788
6,STAR SUPERIOR(V255),788,742
7,STAR SUPERIOR(V255),742,707
8,STAR SUPERIOR(V255),707,695
9,STAR SUPERIOR(V255),695,642
10,STAR SUPERIOR(V255),642,586
11,STAR SUPERIOR(V255),586,521
12,STAR SUPERIOR(V255),521,484
13,STAR SUPERIOR(V255),484,437
14,STAR SUPERIOR(V255),437,377
15,STAR SUPERIOR(V255),377,318
16,STAR SUPERIOR(V255),318,266
17,STAR SUPERIOR(V255),266,221
18,STAR SUPERIOR(V255),221,199
19,STAR SUPERIOR(V255),199,068
20,STAR SUPERIOR(V255),068,037
21,STAR SUPERIOR(V255),037,001
22,STAR SUPERIOR(V255),001,790
23,STAR SUPERIOR(V255),790,727
24,STAR SUPERIOR(V255),727,689
25,STAR SUPERIOR(V255),689,558
26,STAR SUPERIOR(V255),558,412
27,STAR SUPERIOR(V255),412,367
28,STAR SUPERIOR(V255),367,349
29,STAR SUPERIOR(V255),349,240
30,STAR SUPERIOR(V255),240,161
31,STAR SUPERIOR(V255),161,115
32,STAR SUPERIOR(V255),115,060
33,STAR SUPERIOR(V255),060,024
34,STAR SUPERIOR(V255),024,NA
0,SMART OF YOUTH(C435),466,356
1,SMART OF YOUTH(C435),356,246
2,SMART OF YOUTH(C435),246,053
3,SMART OF YOUTH(C435),053,NA
0,SNOW AIRJET(D094),522,485
1,SNOW AIRJET(D094),485,395
2,SNOW AIRJET(D094),395,366
3,SNOW AIRJET(D094),366,NA
0,SPARKLING KNIGHT(C201),061,016
1,SPARKLING KNIGHT(C201),016,684
2,SPARKLING KNIGHT(C201),684,629
3,SPARKLING KNIGHT(C201),629,574
4,SPARKLING KNIGHT(C201),574,NA
0,SPEED FAY FAY(D121),532,456
1,SPEED FAY FAY(D121),456,402
2,SPEED FAY FAY(D121),402,323
3,SPEED FAY FAY(D121),323,NA
0,SPONTANEOUS(D106),511,457
1,SPONTANEOUS(D106),457,402
2,SPONTANEOUS(D106),402,343
3,SPONTANEOUS(D106),343,NA
0,SUPER EIGHTEEN(A323),568,531
1,SUPER EIGHTEEN(A323),531,457
2,SUPER EIGHTEEN(A323),457,106
3,SUPER EIGHTEEN(A323),106,058
4,SUPER EIGHTEEN(A323),058,810
5,SUPER EIGHTEEN(A323),810,755
6,SUPER EIGHTEEN(A323),755,677
7,SUPER EIGHTEEN(A323),677,653
8,SUPER EIGHTEEN(A323),653,538
9,SUPER EIGHTEEN(A323),538,464
10,SUPER EIGHTEEN(A323),464,332
11,SUPER EIGHTEEN(A323),332,230
12,SUPER EIGHTEEN(A323),230,124
13,SUPER EIGHTEEN(A323),124,057
14,SUPER EIGHTEEN(A323),057,001
15,SUPER EIGHTEEN(A323),001,654
